Survived,Pclass,Sex,Age,Fare,Tipo,Cluster,Metrica,Valor,Decision_Tree,Random_Forest,Visualizacao
Sim,0,0,16.0,39.4,Passageiro,,,,,,
Não,1,0,44.0,26.0,Passageiro,,,,,,
Sim,2,0,18.0,9.35,Passageiro,,,,,,
Sim,0,0,45.0,164.8667,Passageiro,,,,,,
Sim,0,1,51.0,26.55,Passageiro,,,,,,
Sim,2,0,24.0,19.2583,Passageiro,,,,,,
Não,2,1,28.0,7.2292,Passageiro,,,,,,
Não,2,1,41.0,14.1083,Passageiro,,,,,,
Não,1,1,21.0,11.5,Passageiro,,,,,,
Sim,0,0,48.0,25.9292,Passageiro,,,,,,
Não,2,0,27.0,69.55,Passageiro,,,,,,
Não,1,1,24.0,13.0,Passageiro,,,,,,
Sim,1,0,42.0,13.0,Passageiro,,,,,,
Sim,1,0,27.0,13.8583,Passageiro,,,,,,
Não,0,1,31.0,50.4958,Passageiro,,,,,,
Não,2,1,28.0,9.5,Passageiro,,,,,,
Sim,2,1,4.0,11.1333,Passageiro,,,,,,
Não,2,1,26.0,7.8958,Passageiro,,,,,,
Sim,0,0,47.0,52.5542,Passageiro,,,,,,
Não,0,1,33.0,5.0,Passageiro,,,,,,
Não,2,1,47.0,9.0,Passageiro,,,,,,
Sim,1,0,28.0,24.0,Passageiro,,,,,,
Sim,2,0,15.0,7.225,Passageiro,,,,,,
Não,2,1,20.0,9.8458,Passageiro,,,,,,
Não,2,1,19.0,7.8958,Passageiro,,,,,,
Não,2,1,28.0,7.8958,Passageiro,,,,,,
Sim,0,0,56.0,83.1583,Passageiro,,,,,,
Sim,1,0,25.0,26.0,Passageiro,,,,,,
Não,2,1,33.0,7.8958,Passageiro,,,,,,
Não,2,0,22.0,10.5167,Passageiro,,,,,,
Não,1,1,28.0,10.5,Passageiro,,,,,,
Não,2,1,25.0,7.05,Passageiro,,,,,,
Não,2,0,39.0,29.125,Passageiro,,,,,,
Não,1,1,27.0,13.0,Passageiro,,,,,,
Sim,0,0,19.0,30.0,Passageiro,,,,,,
Não,2,0,27.0,23.45,Passageiro,,,,,,
Sim,0,1,26.0,30.0,Passageiro,,,,,,
Não,2,1,32.0,7.75,Passageiro,,,,,,
,2,1,34.5,7.8292,Passageiro,,,,,,
,2,0,47.0,7.0,Passageiro,,,,,,
,1,1,62.0,9.6875,Passageiro,,,,,,
,2,1,27.0,8.6625,Passageiro,,,,,,
,2,0,22.0,12.2875,Passageiro,,,,,,
,2,1,14.0,9.225,Passageiro,,,,,,
,2,0,30.0,7.6292,Passageiro,,,,,,
,1,1,26.0,29.0,Passageiro,,,,,,
,2,0,18.0,7.2292,Passageiro,,,,,,
,2,1,21.0,24.15,Passageiro,,,,,,
,2,1,28.0,7.8958,Passageiro,,,,,,
,0,1,46.0,26.0,Passageiro,,,,,,
,0,0,23.0,82.2667,Passageiro,,,,,,
,1,1,63.0,26.0,Passageiro,,,,,,
,0,0,47.0,61.175,Passageiro,,,,,,
,1,0,24.0,27.7208,Passageiro,,,,,,
,1,1,35.0,12.35,Passageiro,,,,,,
,2,1,21.0,7.225,Passageiro,,,,,,
,2,0,27.0,7.925,Passageiro,,,,,,
,2,0,45.0,7.225,Passageiro,,,,,,
,0,1,55.0,59.4,Passageiro,,,,,,
,2,1,9.0,3.1708,Passageiro,,,,,,
,0,0,27.0,31.6833,Passageiro,,,,,,
,0,1,21.0,61.3792,Passageiro,,,,,,
,0,0,48.0,262.375,Passageiro,,,,,,
,2,1,50.0,14.5,Passageiro,,,,,,
,0,0,22.0,61.9792,Passageiro,,,,,,
,2,1,22.5,7.225,Passageiro,,,,,,
,0,1,41.0,30.5,Passageiro,,,,,,
,2,1,28.0,21.6792,Passageiro,,,,,,
,1,1,50.0,26.0,Passageiro,,,,,,
,1,1,24.0,31.5,Passageiro,,,,,,
,2,0,33.0,20.575,Passageiro,,,,,,
,2,0,27.0,23.45,Passageiro,,,,,,
,0,1,30.0,57.75,Passageiro,,,,,,
,2,1,18.5,7.2292,Passageiro,,,,,,
,2,0,27.0,8.05,Passageiro,,,,,,
,2,0,21.0,8.6625,Passageiro,,,,,,
,2,1,25.0,9.5,Passageiro,,,,,,
,2,1,28.0,56.4958,Passageiro,,,,,,
,2,1,39.0,13.4167,Passageiro,,,,,,
,0,1,28.0,26.55,Passageiro,,,,,,
,2,1,41.0,7.85,Passageiro,,,,,,
,1,0,30.0,13.0,Passageiro,,,,,,
,0,0,45.0,52.5542,Passageiro,,,,,,
,2,1,25.0,7.925,Passageiro,,,,,,
,0,1,45.0,29.7,Passageiro,,,,,,
,2,1,28.0,7.75,Passageiro,,,,,,
,0,0,60.0,76.2917,Passageiro,,,,,,
,2,0,36.0,15.9,Passageiro,,,,,,
,0,1,24.0,60.0,Passageiro,,,,,,
,1,1,27.0,15.0333,Passageiro,,,,,,
,1,0,20.0,23.0,Passageiro,,,,,,
,0,0,28.0,263.0,Passageiro,,,,,,
,1,1,28.0,15.5792,Passageiro,,,,,,
,2,1,10.0,29.125,Passageiro,,,,,,
,2,1,35.0,7.8958,Passageiro,,,,,,
,2,1,25.0,7.65,Passageiro,,,,,,
,2,1,28.0,16.1,Passageiro,,,,,,
,0,0,36.0,262.375,Passageiro,,,,,,
,2,1,17.0,7.8958,Passageiro,,,,,,
,1,1,32.0,13.5,Passageiro,,,,,,
,2,1,18.0,7.75,Passageiro,,,,,,
,2,0,22.0,7.725,Passageiro,,,,,,
,0,1,13.0,262.375,Passageiro,,,,,,
,1,0,27.0,21.0,Passageiro,,,,,,
,2,0,18.0,7.8792,Passageiro,,,,,,
,0,1,47.0,42.4,Passageiro,,,,,,
,0,1,31.0,28.5375,Passageiro,,,,,,
,0,0,60.0,263.0,Passageiro,,,,,,
,2,0,24.0,7.75,Passageiro,,,,,,
,2,1,21.0,7.8958,Passageiro,,,,,,
,2,0,29.0,7.925,Passageiro,,,,,,
,0,1,28.5,27.7208,Passageiro,,,,,,
,0,0,35.0,211.5,Passageiro,,,,,,
,0,1,32.5,211.5,Passageiro,,,,,,
,2,1,28.0,8.05,Passageiro,,,,,,
,0,0,55.0,25.7,Passageiro,,,,,,
,1,1,30.0,13.0,Passageiro,,,,,,
,2,0,24.0,7.75,Passageiro,,,,,,
,2,1,6.0,15.2458,Passageiro,,,,,,
,0,1,67.0,221.7792,Passageiro,,,,,,
,0,1,49.0,26.0,Passageiro,,,,,,
,2,1,28.0,7.8958,Passageiro,,,,,,
,1,1,28.0,10.7083,Passageiro,,,,,,
,2,1,28.0,14.4542,Passageiro,,,,,,
,2,0,27.0,7.8792,Passageiro,,,,,,
,2,0,18.0,8.05,Passageiro,,,,,,
,2,0,27.0,7.75,Passageiro,,,,,,
,1,1,2.0,23.0,Passageiro,,,,,,
,2,0,22.0,13.9,Passageiro,,,,,,
,2,1,28.0,7.775,Passageiro,,,,,,
,0,0,27.0,52.0,Passageiro,,,,,,
,2,1,28.0,8.05,Passageiro,,,,,,
,0,1,25.0,26.0,Passageiro,,,,,,
,2,1,25.0,7.7958,Passageiro,,,,,,
,0,0,76.0,78.85,Passageiro,,,,,,
,2,1,29.0,7.925,Passageiro,,,,,,
,2,0,20.0,7.8542,Passageiro,,,,,,
,2,1,33.0,8.05,Passageiro,,,,,,
,0,0,43.0,55.4417,Passageiro,,,,,,
,1,1,27.0,26.0,Passageiro,,,,,,
,2,1,28.0,7.75,Passageiro,,,,,,
,2,1,26.0,7.775,Passageiro,,,,,,
,2,0,16.0,8.5167,Passageiro,,,,,,
,2,1,28.0,22.525,Passageiro,,,,,,
,2,1,21.0,7.8208,Passageiro,,,,,,
,2,1,28.0,7.75,Passageiro,,,,,,
,2,1,28.0,8.7125,Passageiro,,,,,,
,1,1,18.5,13.0,Passageiro,,,,,,
,1,1,41.0,15.0458,Passageiro,,,,,,
,2,0,27.0,7.7792,Passageiro,,,,,,
,0,0,36.0,31.6792,Passageiro,,,,,,
,2,0,18.5,7.2833,Passageiro,,,,,,
,0,0,63.0,221.7792,Passageiro,,,,,,
,2,1,18.0,14.4542,Passageiro,,,,,,
,2,1,28.0,6.4375,Passageiro,,,,,,
,2,0,1.0,16.7,Passageiro,,,,,,
,0,1,36.0,75.2417,Passageiro,,,,,,
,1,0,29.0,26.0,Passageiro,,,,,,
,1,0,12.0,15.75,Passageiro,,,,,,
,2,1,28.0,7.75,Passageiro,,,,,,
,0,0,35.0,57.75,Passageiro,,,,,,
,2,1,28.0,7.25,Passageiro,,,,,,
,2,1,28.0,7.75,Passageiro,,,,,,
,2,0,17.0,16.1,Passageiro,,,,,,
,2,1,22.0,7.7958,Passageiro,,,,,,
,2,0,27.0,23.25,Passageiro,,,,,,
,1,1,42.0,13.0,Passageiro,,,,,,
,2,1,24.0,8.05,Passageiro,,,,,,
,2,1,32.0,8.05,Passageiro,,,,,,
,0,1,53.0,28.5,Passageiro,,,,,,
,2,0,27.0,25.4667,Passageiro,,,,,,
,2,1,28.0,6.4375,Passageiro,,,,,,
,2,1,43.0,7.8958,Passageiro,,,,,,
,2,1,24.0,7.8542,Passageiro,,,,,,
,2,1,26.5,7.225,Passageiro,,,,,,
,1,1,26.0,13.0,Passageiro,,,,,,
,2,0,23.0,8.05,Passageiro,,,,,,
,2,1,40.0,46.9,Passageiro,,,,,,
,2,0,10.0,46.9,Passageiro,,,,,,
,0,0,33.0,151.55,Passageiro,,,,,,
,0,1,61.0,262.375,Passageiro,,,,,,
,1,1,28.0,26.0,Passageiro,,,,,,
,0,1,42.0,26.55,Passageiro,,,,,,
,2,1,31.0,18.0,Passageiro,,,,,,
,0,1,28.0,51.8625,Passageiro,,,,,,
,2,1,22.0,8.05,Passageiro,,,,,,
,0,1,28.0,26.55,Passageiro,,,,,,
,1,1,30.0,26.0,Passageiro,,,,,,
,0,0,23.0,83.1583,Passageiro,,,,,,
,2,1,28.0,7.8958,Passageiro,,,,,,
,2,1,60.5,8.05,Passageiro,,,,,,
,2,0,36.0,12.1833,Passageiro,,,,,,
,2,1,13.0,31.3875,Passageiro,,,,,,
,2,1,24.0,7.55,Passageiro,,,,,,
,0,0,29.0,221.7792,Passageiro,,,,,,
,2,0,23.0,7.8542,Passageiro,,,,,,
,0,1,42.0,26.55,Passageiro,,,,,,
,2,0,26.0,13.775,Passageiro,,,,,,
,2,0,27.0,7.7333,Passageiro,,,,,,
,2,1,7.0,15.2458,Passageiro,,,,,,
,1,0,26.0,13.5,Passageiro,,,,,,
,2,1,28.0,7.0,Passageiro,,,,,,
,1,1,41.0,13.0,Passageiro,,,,,,
,2,0,26.0,22.025,Passageiro,,,,,,
,0,1,48.0,50.4958,Passageiro,,,,,,
,2,1,18.0,34.375,Passageiro,,,,,,
,0,0,27.0,27.7208,Passageiro,,,,,,
,2,0,22.0,8.9625,Passageiro,,,,,,
,2,1,28.0,7.55,Passageiro,,,,,,
,2,1,27.0,7.225,Passageiro,,,,,,
,2,1,23.0,13.9,Passageiro,,,,,,
,2,1,28.0,7.2292,Passageiro,,,,,,
,2,1,40.0,31.3875,Passageiro,,,,,,
,1,0,15.0,39.0,Passageiro,,,,,,
,1,0,20.0,36.75,Passageiro,,,,,,
,0,1,54.0,55.4417,Passageiro,,,,,,
,1,0,36.0,39.0,Passageiro,,,,,,
,0,0,64.0,83.1583,Passageiro,,,,,,
,1,1,30.0,13.0,Passageiro,,,,,,
,0,1,37.0,83.1583,Passageiro,,,,,,
,0,0,18.0,53.1,Passageiro,,,,,,
,2,1,28.0,7.75,Passageiro,,,,,,
,0,0,27.0,247.5208,Passageiro,,,,,,
,1,1,40.0,16.0,Passageiro,,,,,,
,1,0,21.0,21.0,Passageiro,,,,,,
,2,1,17.0,8.05,Passageiro,,,,,,
,2,0,27.0,69.55,Passageiro,,,,,,
,1,1,40.0,13.0,Passageiro,,,,,,
,1,1,34.0,26.0,Passageiro,,,,,,
,0,1,28.0,26.0,Passageiro,,,,,,
,2,1,11.5,14.5,Passageiro,,,,,,
,1,1,61.0,12.35,Passageiro,,,,,,
,1,1,8.0,32.5,Passageiro,,,,,,
,2,1,33.0,7.8542,Passageiro,,,,,,
,0,1,6.0,134.5,Passageiro,,,,,,
,2,0,18.0,7.775,Passageiro,,,,,,
,1,1,23.0,10.5,Passageiro,,,,,,
,2,0,27.0,8.1125,Passageiro,,,,,,
,2,0,27.0,15.5,Passageiro,,,,,,
,2,1,0.33,14.4,Passageiro,,,,,,
,0,1,47.0,227.525,Passageiro,,,,,,
,1,0,8.0,26.0,Passageiro,,,,,,
,1,1,25.0,10.5,Passageiro,,,,,,
,0,1,28.0,25.7417,Passageiro,,,,,,
,2,0,35.0,7.75,Passageiro,,,,,,
,1,1,24.0,10.5,Passageiro,,,,,,
,0,0,33.0,27.7208,Passageiro,,,,,,
,2,1,25.0,7.8958,Passageiro,,,,,,
,2,1,32.0,22.525,Passageiro,,,,,,
,2,1,28.0,7.05,Passageiro,,,,,,
,1,1,17.0,73.5,Passageiro,,,,,,
,1,0,60.0,26.0,Passageiro,,,,,,
,2,0,38.0,7.775,Passageiro,,,,,,
,0,1,42.0,42.5,Passageiro,,,,,,
,2,0,27.0,7.8792,Passageiro,,,,,,
,0,1,57.0,164.8667,Passageiro,,,,,,
,0,0,50.0,211.5,Passageiro,,,,,,
,2,1,28.0,8.05,Passageiro,,,,,,
,1,0,30.0,13.8583,Passageiro,,,,,,
,2,1,21.0,8.05,Passageiro,,,,,,
,1,0,22.0,10.5,Passageiro,,,,,,
,2,1,21.0,7.7958,Passageiro,,,,,,
,0,0,53.0,27.4458,Passageiro,,,,,,
,2,0,27.0,15.2458,Passageiro,,,,,,
,2,1,23.0,7.7958,Passageiro,,,,,,
,2,0,27.0,7.75,Passageiro,,,,,,
,2,1,40.5,15.1,Passageiro,,,,,,
,1,1,36.0,13.0,Passageiro,,,,,,
,1,1,14.0,65.0,Passageiro,,,,,,
,0,0,21.0,26.55,Passageiro,,,,,,
,2,1,21.0,6.4958,Passageiro,,,,,,
,2,1,28.0,7.8792,Passageiro,,,,,,
,0,1,39.0,71.2833,Passageiro,,,,,,
,2,1,20.0,7.8542,Passageiro,,,,,,
,0,1,64.0,75.25,Passageiro,,,,,,
,2,1,20.0,7.225,Passageiro,,,,,,
,1,0,18.0,13.0,Passageiro,,,,,,
,0,0,48.0,106.425,Passageiro,,,,,,
,0,0,55.0,27.7208,Passageiro,,,,,,
,1,0,45.0,30.0,Passageiro,,,,,,
,0,1,45.0,134.5,Passageiro,,,,,,
,2,1,28.0,7.8875,Passageiro,,,,,,
,2,1,28.0,23.45,Passageiro,,,,,,
,0,1,41.0,51.8625,Passageiro,,,,,,
,1,0,22.0,21.0,Passageiro,,,,,,
,1,1,42.0,32.5,Passageiro,,,,,,
,1,0,29.0,26.0,Passageiro,,,,,,
,2,0,27.0,14.4542,Passageiro,,,,,,
,1,0,0.92,27.75,Passageiro,,,,,,
,2,1,20.0,7.925,Passageiro,,,,,,
,0,1,27.0,136.7792,Passageiro,,,,,,
,2,1,24.0,9.325,Passageiro,,,,,,
,2,1,32.5,9.5,Passageiro,,,,,,
,2,1,28.0,7.55,Passageiro,,,,,,
,2,1,28.0,7.75,Passageiro,,,,,,
,2,1,28.0,8.05,Passageiro,,,,,,
,1,0,19.0,13.0,Passageiro,,,,,,
,2,1,21.0,7.775,Passageiro,,,,,,
,2,1,36.5,17.4,Passageiro,,,,,,
,2,1,21.0,7.8542,Passageiro,,,,,,
,1,0,29.0,23.0,Passageiro,,,,,,
,2,0,1.0,12.1833,Passageiro,,,,,,
,1,1,30.0,12.7375,Passageiro,,,,,,
,2,1,28.0,7.8958,Passageiro,,,,,,
,0,1,28.0,0.0,Passageiro,,,,,,
,2,1,28.0,7.55,Passageiro,,,,,,
,2,0,27.0,8.05,Passageiro,,,,,,
,2,1,17.0,8.6625,Passageiro,,,,,,
,0,1,46.0,75.2417,Passageiro,,,,,,
,2,1,28.0,7.75,Passageiro,,,,,,
,0,0,26.0,136.7792,Passageiro,,,,,,
,2,0,27.0,15.5,Passageiro,,,,,,
,2,1,28.0,7.225,Passageiro,,,,,,
,1,0,20.0,26.0,Passageiro,,,,,,
,1,1,28.0,10.5,Passageiro,,,,,,
,1,1,40.0,26.0,Passageiro,,,,,,
,1,1,30.0,21.0,Passageiro,,,,,,
,1,1,22.0,10.5,Passageiro,,,,,,
,2,0,23.0,8.6625,Passageiro,,,,,,
,2,1,0.75,13.775,Passageiro,,,,,,
,2,0,27.0,7.75,Passageiro,,,,,,
,2,0,9.0,15.2458,Passageiro,,,,,,
,2,0,2.0,20.2125,Passageiro,,,,,,
,2,1,36.0,7.25,Passageiro,,,,,,
,2,1,28.0,7.25,Passageiro,,,,,,
,0,1,24.0,82.2667,Passageiro,,,,,,
,2,1,28.0,7.2292,Passageiro,,,,,,
,2,1,28.0,8.05,Passageiro,,,,,,
,0,1,28.0,39.6,Passageiro,,,,,,
,2,0,30.0,6.95,Passageiro,,,,,,
,2,1,28.0,7.2292,Passageiro,,,,,,
,0,1,53.0,81.8583,Passageiro,,,,,,
,2,1,36.0,9.5,Passageiro,,,,,,
,2,1,26.0,7.8958,Passageiro,,,,,,
,1,0,1.0,41.5792,Passageiro,,,,,,
,2,1,28.0,21.6792,Passageiro,,,,,,
,0,1,30.0,45.5,Passageiro,,,,,,
,2,1,29.0,7.8542,Passageiro,,,,,,
,2,1,32.0,7.775,Passageiro,,,,,,
,1,1,28.0,15.0458,Passageiro,,,,,,
,1,1,43.0,21.0,Passageiro,,,,,,
,2,1,24.0,8.6625,Passageiro,,,,,,
,2,0,27.0,7.75,Passageiro,,,,,,
,0,0,64.0,26.55,Passageiro,,,,,,
,0,1,30.0,151.55,Passageiro,,,,,,
,2,1,0.83,9.35,Passageiro,,,,,,
,0,1,55.0,93.5,Passageiro,,,,,,
,2,0,45.0,14.1083,Passageiro,,,,,,
,2,1,18.0,8.6625,Passageiro,,,,,,
,2,1,22.0,7.225,Passageiro,,,,,,
,2,1,28.0,7.575,Passageiro,,,,,,
,2,0,37.0,7.75,Passageiro,,,,,,
,0,0,55.0,135.6333,Passageiro,,,,,,
,2,0,17.0,7.7333,Passageiro,,,,,,
,0,1,57.0,146.5208,Passageiro,,,,,,
,1,1,19.0,10.5,Passageiro,,,,,,
,2,1,27.0,7.8542,Passageiro,,,,,,
,1,1,22.0,31.5,Passageiro,,,,,,
,2,1,26.0,7.775,Passageiro,,,,,,
,2,1,25.0,7.2292,Passageiro,,,,,,
,1,1,26.0,13.0,Passageiro,,,,,,
,0,1,33.0,26.55,Passageiro,,,,,,
,0,0,39.0,211.3375,Passageiro,,,,,,
,2,1,23.0,7.05,Passageiro,,,,,,
,1,0,12.0,39.0,Passageiro,,,,,,
,0,1,46.0,79.2,Passageiro,,,,,,
,1,1,29.0,26.0,Passageiro,,,,,,
,1,1,21.0,13.0,Passageiro,,,,,,
,1,0,48.0,36.75,Passageiro,,,,,,
,0,1,39.0,29.7,Passageiro,,,,,,
,2,1,28.0,7.225,Passageiro,,,,,,
,2,0,19.0,15.7417,Passageiro,,,,,,
,2,1,27.0,7.8958,Passageiro,,,,,,
,0,1,30.0,26.0,Passageiro,,,,,,
,1,1,32.0,13.0,Passageiro,,,,,,
,2,1,39.0,7.2292,Passageiro,,,,,,
,1,1,25.0,31.5,Passageiro,,,,,,
,2,1,28.0,7.2292,Passageiro,,,,,,
,1,1,18.0,10.5,Passageiro,,,,,,
,2,1,32.0,7.5792,Passageiro,,,,,,
,2,1,28.0,69.55,Passageiro,,,,,,
,0,0,58.0,512.3292,Passageiro,,,,,,
,2,1,28.0,14.5,Passageiro,,,,,,
,2,0,16.0,7.65,Passageiro,,,,,,
,1,1,26.0,13.0,Passageiro,,,,,,
,2,0,38.0,7.2292,Passageiro,,,,,,
,1,1,24.0,13.5,Passageiro,,,,,,
,1,0,31.0,21.0,Passageiro,,,,,,
,0,0,45.0,63.3583,Passageiro,,,,,,
,1,1,25.0,10.5,Passageiro,,,,,,
,1,1,18.0,73.5,Passageiro,,,,,,
,1,1,49.0,65.0,Passageiro,,,,,,
,2,0,0.17,20.575,Passageiro,,,,,,
,0,1,50.0,26.0,Passageiro,,,,,,
,0,0,59.0,51.4792,Passageiro,,,,,,
,2,1,28.0,7.8792,Passageiro,,,,,,
,2,1,28.0,7.75,Passageiro,,,,,,
,2,0,30.0,15.55,Passageiro,,,,,,
,2,1,14.5,69.55,Passageiro,,,,,,
,1,0,24.0,37.0042,Passageiro,,,,,,
,1,0,31.0,21.0,Passageiro,,,,,,
,2,1,27.0,8.6625,Passageiro,,,,,,
,0,0,25.0,55.4417,Passageiro,,,,,,
,2,0,27.0,69.55,Passageiro,,,,,,
,2,1,28.0,14.4583,Passageiro,,,,,,
,2,0,22.0,39.6875,Passageiro,,,,,,
,0,0,45.0,59.4,Passageiro,,,,,,
,1,1,29.0,13.8583,Passageiro,,,,,,
,1,1,21.0,11.5,Passageiro,,,,,,
,0,0,31.0,134.5,Passageiro,,,,,,
,0,1,49.0,0.0,Passageiro,,,,,,
,1,1,44.0,13.0,Passageiro,,,,,,
,0,0,54.0,81.8583,Passageiro,,,,,,
,0,0,45.0,262.375,Passageiro,,,,,,
,2,0,22.0,8.6625,Passageiro,,,,,,
,1,1,21.0,11.5,Passageiro,,,,,,
,0,1,55.0,50.0,Passageiro,,,,,,
,2,1,5.0,31.3875,Passageiro,,,,,,
,2,1,28.0,7.75,Passageiro,,,,,,
,2,1,26.0,7.8792,Passageiro,,,,,,
,2,0,27.0,14.5,Passageiro,,,,,,
,2,0,19.0,16.1,Passageiro,,,,,,
,1,1,28.0,12.875,Passageiro,,,,,,
,1,0,24.0,65.0,Passageiro,,,,,,
,2,1,24.0,7.775,Passageiro,,,,,,
,1,1,57.0,13.0,Passageiro,,,,,,
,2,1,21.0,7.75,Passageiro,,,,,,
,2,1,6.0,21.075,Passageiro,,,,,,
,0,1,23.0,93.5,Passageiro,,,,,,
,0,0,51.0,39.4,Passageiro,,,,,,
,2,1,13.0,20.25,Passageiro,,,,,,
,1,1,47.0,10.5,Passageiro,,,,,,
,2,1,29.0,22.025,Passageiro,,,,,,
,0,0,18.0,60.0,Passageiro,,,,,,
,2,1,24.0,7.25,Passageiro,,,,,,
,0,0,48.0,79.2,Passageiro,,,,,,
,2,1,22.0,7.775,Passageiro,,,,,,
,2,1,31.0,7.7333,Passageiro,,,,,,
,0,0,30.0,164.8667,Passageiro,,,,,,
,1,1,38.0,21.0,Passageiro,,,,,,
,0,0,22.0,59.4,Passageiro,,,,,,
,0,1,17.0,47.1,Passageiro,,,,,,
,0,1,43.0,27.7208,Passageiro,,,,,,
,1,1,20.0,13.8625,Passageiro,,,,,,
,1,1,23.0,10.5,Passageiro,,,,,,
,0,1,50.0,211.5,Passageiro,,,,,,
,2,0,27.0,7.7208,Passageiro,,,,,,
,2,0,3.0,13.775,Passageiro,,,,,,
,2,0,27.0,7.75,Passageiro,,,,,,
,0,0,37.0,90.0,Passageiro,,,,,,
,2,0,28.0,7.775,Passageiro,,,,,,
,2,1,28.0,8.05,Passageiro,,,,,,
,0,0,39.0,108.9,Passageiro,,,,,,
,2,1,38.5,7.25,Passageiro,,,,,,
,2,1,28.0,8.05,Passageiro,,,,,,
,2,1,28.0,22.3583,Passageiro,,,,,,
Sim,1ª Classe,Feminino,,,Regra,Regra,Suporte,0.105,,,Table
Não,3ª Classe,Masculino,,,Regra,Regra,Confiança,0.923,,,Bar
Sim,,Feminino,,,Regra,Regra,Lift,2.8,,,Bar
Sim,1ª Classe,Feminino,,,Regra,Regra,Suporte,0.327,,,Table
Sim,2ª Classe,Feminino,,,Regra,Regra,Confiança,0.842,,,Bar
Sim,1ª Classe,Feminino,,,Regra,Regras,Suporte,0.105,,,
Não,3ª Classe,Masculino,,,Regra,Regras,Suporte,0.327,,,
Sim,,Feminino,,,Regra,Regras,Suporte,0.178,,,
Sim,1ª Classe,Feminino,,,Regra,Regras,Suporte,0.108,,,
